Feed Flow (m3/hr),Feed Pressure(bar),Feed Temperature,Feed water pH,Specific Energy(kwh/m3),Flux(lmh),Pass Stage,Pressure Vessel,Elements,Element age(years),Recovery(%),Ca_FW,Mg_FW,Na_FW,K_FW,NH4_FW,Ba_FW,Sr_FW,H_FW,CO3_FW,HCO3_FW,SO4_FW,Cl_FW,F_FW,NO3_FW,PO4_FW,OH_FW,SiO2_FW,B_FW,CO2_FW,NH3_FW,Feed Water TDS,"CaSO4 / ksp * 100, %_FW","SrSO4 / ksp * 100, %_FW","BaSO4 / ksp * 100, %_FW","SiO2 saturation, %_FW","CaF2 / ksp * 100, %_FW",Ca_P,Mg_P,Na_P,K_P,NH4_P,Ba_P,Sr_P,H_P,CO3_P,HCO3_P,SO4_P,Cl_P,F_P,NO3_P,PO4_P,OH_P,SiO2_P,B_P,CO2_P,NH3_P,Permeate TDS,Ca_C,Mg_C,Na_C,K_C,NH4_C,Ba_C,Sr_C,H_C,CO3_C,HCO3_C,SO4_C,Cl_C,F_C,NO3_C,PO4_C,OH_C,SiO2_C,B_C,CO2_C,NH3_C,Concentrate TDS,"CaSO4 / ksp * 100, %_C","SrSO4 / ksp * 100, %_C","BaSO4 / ksp * 100, %_C","SiO2 saturation, %_C","CaF2 / ksp * 100, %_C"
145.33,32.01,40.00,5.71,184.30,17.46,1.00,24.00,7.00,3.00,75.00,762.01,592.01,2118.69,24.73,0.00,0.00,20.61,0.00,0.00,54.41,2177.11,4743.17,0.00,0.00,0.00,,0.00,0.00,86.04,,10492.74,72.91,90.61,0.00,0.00,0.00,2.03,0.98,24.88,0.49,0.00,0.00,0.06,0.00,0.00,2.51,3.45,42.24,0.00,0.00,0.00,,0.00,0.00,85.32,,76.64,3039.50,2363.19,8393.36,97.36,0.00,0.00,82.21,0.00,0.06,213.63,8691.09,18830.84,0.00,0.00,0.00,,0.00,0.00,85.44,,41711.24,403.17,411.52,0.00,0.00,0.00
145.33,28.08,45.00,4.64,161.65,17.45,1.00,24.00,7.00,0.00,75.00,774.94,583.66,2036.22,24.73,0.00,0.00,20.61,0.00,0.00,6.62,2177.12,4644.18,0.00,0.00,0.00,,0.00,0.00,120.34,,10268.08,74.88,91.67,0.00,0.00,0.00,2.60,1.20,30.07,0.52,0.00,0.00,0.07,0.00,0.00,2.30,4.33,51.91,0.00,0.00,0.00,,0.00,0.00,120.43,,93.00,3087.22,2327.45,8042.30,97.20,0.00,0.00,82.10,0.00,0.00,16.24,8682.11,18392.71,0.00,0.00,0.00,,0.00,0.00,122.40,,40727.34,413.73,416.13,0.00,0.00,0.00
145.33,30.35,45.00,5.67,174.73,17.46,1.00,24.00,7.00,3.00,75.00,724.01,590.01,2118.69,24.73,0.00,0.00,20.61,0.00,0.00,51.34,2177.11,4671.92,0.00,0.00,0.00,,0.00,0.00,88.07,,10378.42,69.84,91.48,0.00,0.00,0.00,2.55,1.29,32.82,0.65,0.00,0.00,0.07,0.00,0.00,2.71,4.54,55.50,0.00,0.00,0.00,,0.00,0.00,87.42,,100.13,2885.06,2353.47,8366.69,96.87,0.00,0.00,82.13,0.00,0.05,200.39,8684.83,18499.97,0.00,0.00,0.00,,0.00,0.00,87.50,,41169.46,386.03,415.44,0.00,0.00,0.00
56.25,145.88,25.00,6.50,24.10,25.23,1.00,8.00,6.00,3.00,80.00,5.00,5.00,215.81,5.00,0.00,0.00,0.00,0.00,0.00,14.64,5.00,348.00,0.00,1.00,0.00,,1.00,0.00,6.65,,600.45,0.01,0.00,0.00,0.71,0.00,0.01,0.01,1.45,0.08,0.00,0.00,0.00,0.00,0.00,0.58,0.01,2.23,0.00,0.01,0.00,,0.01,0.00,6.37,,4.38,24.96,24.96,1072.71,24.68,0.00,0.00,0.00,0.00,0.08,72.28,24.97,1730.23,0.00,4.94,0.00,,4.96,0.00,6.70,,2984.77,0.09,0.00,0.00,3.96,0.00
7.06,10.44,25.00,8.26,2.47,26.91,1.00,2.00,3.00,3.00,85.00,68.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,142.38,7.15,245.21,0.37,0.00,0.00,,14.10,0.00,1.10,,552.91,0.19,0.00,0.00,11.01,1.13,0.38,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.01,0.56,0.00,0.00,0.00,,0.17,0.00,1.82,,2.36,450.81,492.00,0.00,0.00,0.00,0.00,0.00,0.00,21.14,922.27,47.57,1630.26,2.44,0.00,0.00,,92.99,0.00,4.36,,3659.48,1.95,0.00,0.00,71.65,149.42
1.50,49.39,25.00,8.47,0.20,11.33,1.00,4.00,2.00,3.00,42.86,324.28,335.63,0.00,0.00,0.00,0.00,0.00,0.00,16.40,620.73,360.09,903.64,1.43,2.42,0.00,,0.00,0.00,2.49,,2565.25,13.46,0.00,0.00,0.00,41.90,129.93,50.43,0.00,0.00,0.00,0.00,0.00,0.00,2.52,291.51,39.41,174.68,0.41,0.63,0.00,,0.00,0.00,3.16,,689.75,469.93,549.38,0.00,0.00,0.00,0.00,0.00,0.00,28.14,864.84,600.42,1449.97,2.19,3.77,0.00,,0.00,0.00,2.91,,3969.56,23.04,0.00,0.00,0.00,118.91
16.67,15.95,25.00,7.20,8.91,19.23,1.00,2.00,7.00,3.00,60.00,0.05,0.00,2024.17,6.00,0.00,0.00,0.00,0.00,0.22,145.84,0.00,3042.00,0.00,0.00,0.00,,10.00,0.00,10.60,,5228.28,0.00,0.00,0.00,7.98,0.00,0.00,0.00,22.73,0.16,0.00,0.00,0.00,0.00,0.00,2.16,0.00,34.06,0.00,0.00,0.00,,0.14,0.00,10.61,,59.25,0.12,0.00,5029.43,14.77,0.00,0.00,0.00,0.00,1.32,360.21,0.00,7558.58,0.00,0.00,0.00,,24.80,0.00,11.02,,12989.25,0.00,0.00,0.00,19.74,0.00
1.54,10.00,31.40,8.00,0.52,19.95,1.00,2.00,3.00,3.00,65.00,449.40,411.95,0.00,0.00,0.00,0.00,0.00,0.00,2.80,268.15,0.00,1801.28,0.00,63.66,0.00,,0.00,0.00,2.90,,2997.25,0.00,0.00,0.00,0.00,0.00,2.50,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.88,0.00,6.16,0.00,1.26,0.00,,0.00,0.00,3.61,,14.21,1280.60,1175.52,0.00,0.00,0.00,0.00,0.00,0.00,13.09,751.49,0.00,5140.06,0.00,179.73,0.00,,0.00,0.00,5.11,,8540.49,0.00,0.00,0.00,0.00,0.00
110.36,54.55,25.00,7.50,243.43,15.55,1.00,15.00,7.00,3.00,55.00,228.00,91.00,9458.00,0.00,0.00,0.00,0.00,0.00,0.66,144.63,910.00,14497.39,0.00,0.00,0.00,,50.00,0.00,3.48,,25379.68,5.78,0.00,0.00,39.76,0.00,0.13,0.05,41.90,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.53,64.24,0.00,0.00,0.00,,0.24,0.00,3.61,,107.92,505.94,201.93,20943.18,0.00,0.00,0.00,0.00,0.00,2.49,317.97,2019.32,32102.06,0.00,0.00,0.00,,110.70,0.00,4.06,,56203.59,15.42,0.00,0.00,87.83,0.00
138.00,121.74,25.00,7.50,46.06,19.70,1.00,21.00,7.00,3.00,78.00,292.32,65.57,58.29,0.00,0.00,0.00,0.00,0.00,0.01,5.70,643.07,320.49,0.00,0.00,0.04,,60.00,0.00,0.23,,1445.77,33.57,0.00,0.00,47.78,0.00,0.68,0.11,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.16,1.07,1.90,0.00,0.00,0.00,,0.88,0.00,0.27,,5.60,1325.12,297.37,261.88,0.00,0.00,0.00,0.00,0.00,0.12,24.65,2916.63,1448.76,0.00,0.00,0.19,,269.38,0.00,0.55,,6545.36,218.67,0.00,0.00,213.84,0.00
334.29,14.47,36.00,4.00,180.46,23.67,1.00,38.00,7.00,3.00,70.00,500.00,1570.00,14576.96,387.00,0.00,0.00,0.00,0.00,0.00,1.75,3127.17,25988.85,3.00,2.00,0.00,,0.00,0.00,86.54,,46156.73,25.30,0.00,0.00,0.00,98.67,126.80,107.23,14323.88,380.06,0.00,0.00,0.00,0.00,0.00,1.09,22.11,22956.64,2.99,2.01,0.00,,0.00,0.00,87.09,,37922.80,1370.05,4980.24,15163.94,403.10,0.00,0.00,0.00,0.00,0.00,2.71,10366.27,33053.23,3.02,1.99,0.00,,0.00,0.00,85.65,,65344.55,156.44,0.00,0.00,0.00,223.02
214.29,14.35,36.00,4.00,118.41,23.06,1.00,25.00,7.00,3.00,70.00,500.00,1570.00,14576.96,387.00,0.00,0.00,0.00,0.00,0.00,1.75,3127.17,25988.85,3.00,2.00,0.00,,0.00,0.00,86.54,,46156.73,25.30,0.00,0.00,0.00,98.67,129.11,109.63,14328.33,380.18,0.00,0.00,0.00,0.00,0.00,1.09,22.46,22974.44,2.99,2.01,0.00,,0.00,0.00,87.09,,37950.24,1364.61,4974.53,15153.56,402.81,0.00,0.00,0.00,0.00,0.00,2.71,10365.16,33011.49,3.02,1.99,0.00,,0.00,0.00,85.65,,65279.87,155.93,0.00,0.00,0.00,222.13
334.29,11.85,36.00,4.00,147.86,15.78,1.00,57.00,7.00,3.00,70.00,500.00,1570.00,14576.96,387.00,0.00,0.00,0.00,0.00,0.00,1.75,3127.17,25988.85,3.00,2.00,0.00,,0.00,0.00,86.54,,46156.73,25.30,0.00,0.00,0.00,98.67,172.67,157.00,14413.23,382.50,0.00,0.00,0.00,0.00,0.00,1.10,30.02,23317.12,3.00,2.01,0.00,,0.00,0.00,87.11,,38478.64,1262.91,4863.38,14955.91,397.41,0.00,0.00,0.00,0.00,0.00,2.70,10346.01,32211.83,3.01,1.99,0.00,,0.00,0.00,85.59,,64045.16,146.35,0.00,0.00,0.00,205.74
29.00,4.49,25.00,5.00,5.86,10.64,1.00,11.00,5.00,3.00,75.00,100.00,37.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,8.53,53.00,309.57,0.00,24.00,0.00,,20.00,0.00,119.81,,605.61,1.97,0.00,0.00,10.67,0.00,0.38,0.12,0.95,0.00,0.00,0.00,0.00,0.00,0.00,2.09,0.12,1.95,0.00,0.89,0.00,,0.43,0.00,118.69,,6.93,398.67,147.57,205.05,0.00,0.00,0.00,0.00,0.00,0.00,31.81,211.54,1231.82,0.00,93.30,0.00,,78.68,0.00,120.30,,2404.41,10.97,0.00,0.00,45.85,0.00
46.67,13.70,25.00,7.00,27.64,23.55,1.00,8.00,5.00,3.00,75.00,94.15,62.00,831.32,0.00,0.00,0.00,0.00,0.00,0.14,167.71,14.93,1514.08,1.15,8.04,0.00,,11.48,0.00,20.93,,2705.00,0.21,0.00,0.00,9.17,8.95,0.26,0.17,10.26,0.00,0.00,0.00,0.00,0.00,0.00,2.60,0.02,15.29,0.03,0.17,0.00,,0.15,0.00,20.90,,28.95,375.69,247.42,3293.32,0.00,0.00,0.00,0.00,0.00,2.25,660.09,59.62,6008.28,4.52,31.63,0.00,,45.48,0.00,21.73,,10728.29,1.15,0.00,0.00,36.20,313.03
46.67,11.67,35.00,7.00,23.55,23.54,1.00,8.00,5.00,3.00,75.00,94.15,62.00,831.32,0.00,0.00,0.00,0.00,0.00,0.17,167.63,14.93,1514.08,1.15,8.04,0.00,,11.48,0.00,18.96,,2704.95,0.21,0.00,0.00,9.16,8.94,0.39,0.25,15.04,0.00,0.00,0.00,0.00,0.00,0.00,3.58,0.03,22.42,0.04,0.25,0.00,,0.22,0.00,19.02,,42.21,375.13,247.06,3277.37,0.00,0.00,0.00,0.00,0.00,2.63,655.65,59.56,5983.94,4.48,31.38,0.00,,45.24,0.00,19.91,,10682.44,1.14,0.00,0.00,35.90,307.56
28.33,13.47,25.00,7.00,17.18,22.87,1.00,5.00,5.00,3.00,75.00,94.44,62.19,833.83,0.00,0.00,0.00,0.00,0.00,0.17,168.14,14.97,1518.65,1.15,8.06,0.00,,11.52,0.00,19.01,,2713.12,0.21,0.00,0.00,9.19,9.02,0.27,0.18,10.63,0.00,0.00,0.00,0.00,0.00,0.00,2.65,0.02,15.84,0.03,0.18,0.00,,0.15,0.00,19.00,,29.94,376.61,248.02,3300.57,0.00,0.00,0.00,0.00,0.00,2.47,661.06,59.76,6021.84,4.52,31.69,0.00,,45.58,0.00,19.87,,10752.13,1.15,0.00,0.00,36.26,314.76
28.33,11.49,35.00,7.00,14.67,22.87,1.00,5.00,5.00,3.00,75.00,94.15,62.00,831.32,0.00,0.00,0.00,0.00,0.00,0.17,167.63,14.93,1514.08,1.15,8.04,0.00,,11.48,0.00,18.96,,2704.95,0.21,0.00,0.00,9.16,8.94,0.40,0.26,15.53,0.00,0.00,0.00,0.00,0.00,0.00,3.68,0.03,23.15,0.04,0.26,0.00,,0.22,0.00,19.02,,43.57,375.08,247.02,3275.74,0.00,0.00,0.00,0.00,0.00,2.63,655.29,59.55,5981.45,4.47,31.35,0.00,,45.22,0.00,19.91,,10677.80,1.14,0.00,0.00,35.88,307.05
18.75,25.06,25.00,7.00,15.75,12.11,1.00,5.00,5.00,3.00,60.00,374.61,247.82,3279.32,0.00,0.00,0.00,0.00,0.00,0.23,168.05,58.79,6275.71,4.61,29.97,0.00,,40.34,0.00,14.81,,10479.46,1.13,0.00,0.00,32.18,325.95,0.71,0.46,26.13,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.07,41.76,0.06,0.36,0.00,,0.34,0.00,14.71,,71.57,934.96,618.53,8154.67,0.00,0.00,0.00,0.00,0.00,1.25,416.40,146.78,15618.13,11.43,74.35,0.00,,100.29,0.00,15.17,,26076.79,3.51,0.00,0.00,79.92,3430.48
18.75,22.43,35.00,7.00,14.10,12.10,1.00,5.00,5.00,3.00,60.00,372.29,246.28,3258.98,0.00,0.00,0.00,0.00,0.00,0.19,167.14,58.42,6236.78,4.58,29.78,0.00,,40.09,0.00,16.27,,10414.55,1.12,0.00,0.00,32.02,320.33,1.24,0.80,45.27,0.00,0.00,0.00,0.00,0.00,0.00,2.58,0.12,72.36,0.10,0.61,0.00,,0.60,0.00,16.30,,123.69,927.79,613.79,8070.11,0.00,0.00,0.00,0.00,0.00,1.21,412.08,145.71,15465.30,11.29,73.45,0.00,,99.21,0.00,16.70,,25819.93,3.47,0.00,0.00,78.96,3327.60
29.00,11.10,25.00,5.00,14.47,23.41,1.00,5.00,5.00,3.00,75.00,164.00,30.00,263.00,0.00,0.00,0.00,0.00,0.00,0.00,8.87,7.74,759.49,0.00,24.00,0.00,,53.00,0.00,118.51,,1310.44,0.30,0.00,0.00,28.27,0.00,0.37,0.07,2.62,0.00,0.00,0.00,0.00,0.00,0.00,2.10,0.01,4.59,0.00,0.56,0.00,,0.60,0.00,117.41,,10.91,654.52,119.73,1043.53,0.00,0.00,0.00,0.00,0.00,0.00,33.10,30.91,3022.36,0.00,94.27,0.00,,210.09,0.00,119.00,,5209.82,1.65,0.00,0.00,121.99,0.00
30.00,47.91,25.00,8.00,4.44,15.71,1.00,6.00,6.00,3.00,70.00,124.28,58.30,1.87,0.00,0.00,0.00,0.00,0.00,1.40,204.42,165.71,144.46,3.00,0.00,0.00,,0.00,0.00,2.83,,703.43,6.56,0.00,0.00,0.00,122.87,56.65,8.13,1.07,0.00,0.00,0.00,0.00,0.00,0.35,112.44,18.16,44.44,1.06,0.00,0.00,,0.00,0.00,3.12,,242.29,282.45,175.64,3.73,0.00,0.00,0.00,0.00,0.00,5.42,416.37,510.79,378.40,7.54,0.00,0.00,,0.00,0.00,3.29,,1780.33,21.96,0.00,0.00,0.00,1183.36
36.00,67.36,25.00,8.24,7.38,18.83,1.00,6.00,6.00,3.00,70.00,90.00,90.00,348.04,0.00,0.00,0.00,0.00,0.00,6.25,468.78,220.00,511.00,2.83,0.00,0.00,,0.00,0.00,3.51,,1736.90,3.82,0.00,0.00,0.00,60.42,25.56,11.14,256.14,0.00,0.00,0.00,0.00,0.00,1.65,284.52,21.62,284.88,2.45,0.00,0.00,,0.00,0.00,4.55,,887.94,240.21,273.81,562.24,0.00,0.00,0.00,0.00,0.00,21.05,890.03,682.40,1038.05,3.73,0.00,0.00,,0.00,0.00,4.04,,3711.52,16.45,0.00,0.00,0.00,196.22
30.28,31.99,25.00,6.80,43.39,16.97,1.00,6.00,6.00,3.00,75.00,330.00,88.00,2720.00,105.00,0.00,0.00,6.00,0.00,0.10,146.12,54.00,5010.28,0.00,0.00,0.00,,0.00,0.00,23.88,,8459.50,1.11,0.98,0.00,0.00,0.00,0.59,0.15,20.51,1.32,0.00,0.00,0.01,0.00,0.00,2.29,0.06,33.17,0.00,0.00,0.00,,0.00,0.00,23.74,,58.10,1315.64,350.86,10797.26,415.23,0.00,0.00,23.92,0.00,1.47,575.51,215.40,19902.47,0.00,0.00,0.00,,0.00,0.00,24.18,,33597.75,6.13,4.48,0.00,0.00,0.00
34.85,10.51,25.00,7.00,16.22,15.47,1.00,8.00,5.00,3.00,66.00,0.00,0.00,1180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1819.68,0.00,0.00,0.00,,0.00,0.00,0.00,,2999.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.23,0.00,0.00,0.00,,0.00,0.00,0.00,,44.89,0.00,0.00,3435.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5297.79,0.00,0.00,0.00,,0.00,0.00,0.00,,8733.22,0.00,0.00,0.00,0.00,0.00
27.14,9.33,25.00,7.00,11.44,15.99,1.00,8.00,4.00,3.00,70.00,0.10,0.00,821.22,0.00,0.00,0.00,0.00,0.00,1.67,2176.47,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,283.22,,2999.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.79,0.00,0.00,0.00,0.00,0.00,0.00,34.27,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,284.76,,47.06,0.33,0.00,2710.53,0.00,0.00,0.00,0.00,0.00,19.45,7155.37,0.00,0.01,0.00,0.00,0.00,,0.00,0.00,289.24,,9885.69,0.00,0.00,0.00,0.00,0.00
6.83,44.30,25.00,7.00,0.70,11.03,1.00,2.00,5.00,3.00,60.00,82.59,82.59,550.59,0.00,0.00,0.00,0.00,0.00,0.06,80.43,55.06,1148.68,0.00,0.00,0.00,,0.00,0.00,10.31,,2000.01,0.79,0.00,0.00,0.00,0.00,56.11,33.16,511.86,0.00,0.00,0.00,0.00,0.00,0.04,67.27,0.27,946.01,0.00,0.00,0.00,,0.00,0.00,10.33,,1614.72,122.31,156.74,608.70,0.00,0.00,0.00,0.00,0.00,0.10,100.15,137.25,1452.72,0.00,0.00,0.00,,0.00,0.00,10.29,,2577.97,2.27,0.00,0.00,0.00,0.00
30.00,14.46,25.00,7.20,19.44,20.18,1.00,5.00,6.00,3.00,75.00,0.00,0.00,1055.06,0.00,0.00,0.00,0.00,0.00,0.19,145.93,0.00,1542.00,0.00,0.00,0.00,,0.00,0.00,11.65,,2743.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48,0.00,0.00,0.00,0.00,0.00,0.00,2.56,0.00,22.50,0.00,0.00,0.00,,0.00,0.00,11.73,,40.54,0.00,0.00,4172.49,0.00,0.00,0.00,0.00,0.00,2.91,571.99,0.00,6098.61,0.00,0.00,0.00,,0.00,0.00,12.59,,10846.00,0.00,0.00,0.00,0.00,0.00
225.00,8.09,25.00,8.20,69.86,16.81,1.00,45.00,6.00,2.00,75.00,0.00,0.00,444.21,0.00,0.00,0.00,0.00,0.00,1.56,143.03,0.00,600.00,0.00,0.00,0.00,,0.00,0.00,1.24,,1188.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.17,0.00,0.00,0.00,0.00,0.00,0.00,1.86,0.00,6.91,0.00,0.00,0.00,,0.00,0.00,1.72,,13.94,0.00,0.00,1758.51,0.00,0.00,0.00,0.00,0.00,10.96,556.40,0.00,2375.47,0.00,0.00,0.00,,0.00,0.00,3.01,,4701.34,0.00,0.00,0.00,0.00,0.00
580.00,10.66,40.00,6.50,222.28,24.95,1.00,67.00,7.00,3.00,75.00,303.14,151.57,1718.72,20.21,0.00,0.50,8.08,0.10,0.04,106.69,545.65,3188.58,0.00,2.00,0.20,,17.00,10.00,31.92,,6075.98,12.36,16.71,1808.34,12.09,0.00,150.41,4.64,1649.47,17.41,0.00,0.25,4.03,0.10,0.03,90.99,2.34,2786.41,0.00,1.96,0.16,,16.99,10.00,31.94,,4737.97,760.41,591.50,1926.02,28.60,0.00,1.26,20.22,0.10,0.09,153.66,2172.36,4392.66,0.00,2.11,0.32,,17.02,9.99,31.88,,10082.02,74.53,91.50,10213.54,12.35,0.00
14.50,7.69,25.00,7.00,3.74,14.62,1.00,4.00,5.00,3.00,75.00,87.00,55.00,282.00,17.00,0.00,0.00,0.00,0.00,0.11,146.03,107.00,586.95,0.00,24.00,0.00,,44.00,0.00,19.54,,1349.09,2.20,0.00,0.00,35.15,0.00,0.31,0.15,4.53,0.60,0.00,0.00,0.00,0.00,0.00,3.21,0.21,6.28,0.00,0.63,0.00,,0.79,0.00,19.56,,16.72,346.44,219.14,1112.36,66.09,0.00,0.00,0.00,0.00,1.74,570.83,426.59,2324.69,0.00,93.93,0.00,,173.32,0.00,20.40,,5335.13,12.25,0.00,0.00,137.96,0.00
3.60,9.62,25.00,7.28,2.13,22.62,1.00,3.00,1.00,3.00,38.18,78.22,24.71,302.65,8.16,0.00,0.00,0.00,0.00,0.41,298.88,133.84,404.50,0.00,12.27,0.00,,77.75,0.00,21.00,,1341.37,2.74,0.00,0.00,62.03,0.00,0.09,0.02,1.73,0.10,0.00,0.00,0.00,0.00,0.00,2.23,0.10,1.74,0.00,0.11,0.00,,0.56,0.00,20.89,,6.69,126.51,39.97,488.65,13.14,0.00,0.00,0.00,0.00,1.09,481.40,216.50,653.46,0.00,19.79,0.00,,125.46,0.00,21.37,,2165.96,4.98,0.00,0.00,99.95,0.00
3.60,9.62,25.00,7.28,2.13,22.62,1.00,3.00,1.00,3.00,38.18,78.22,24.71,302.65,8.16,0.00,0.00,0.00,0.00,0.41,298.88,133.84,404.50,0.00,12.27,0.00,,77.75,0.00,21.00,,1341.37,2.74,0.00,0.00,62.03,0.00,0.09,0.02,1.73,0.10,0.00,0.00,0.00,0.00,0.00,2.23,0.10,1.74,0.00,0.11,0.00,,0.56,0.00,20.89,,6.69,126.51,39.97,488.65,13.14,0.00,0.00,0.00,0.00,1.09,481.40,216.50,653.46,0.00,19.79,0.00,,125.46,0.00,21.37,,2165.96,4.98,0.00,0.00,99.95,0.00
9.60,425.52,35.00,7.00,9.44,16.14,1.00,3.00,4.00,3.00,75.00,299.07,211.34,2952.35,51.84,0.10,0.00,0.00,0.00,0.16,145.51,984.94,4927.70,0.00,10.97,0.00,,5.98,0.00,14.38,,9589.97,15.89,0.00,0.00,4.78,0.00,1.01,0.47,46.82,1.39,0.01,0.00,0.00,0.00,0.00,3.40,2.19,73.02,0.00,0.26,0.00,,0.10,0.00,14.48,,128.66,1192.13,843.18,11658.05,203.01,0.37,0.00,0.00,0.00,2.43,568.13,3929.53,19473.56,0.00,43.05,0.00,,23.60,0.00,15.07,,37937.05,88.15,0.00,0.00,18.75,0.00
9.60,479.22,25.00,7.00,10.63,16.14,1.00,3.00,4.00,3.00,75.00,300.00,212.00,2961.52,52.00,0.10,0.00,0.00,0.00,0.17,145.97,988.00,4943.00,0.00,11.00,0.00,,6.00,0.00,14.43,,9619.75,15.99,0.00,0.00,4.79,0.00,0.56,0.26,25.86,0.77,0.01,0.00,0.00,0.00,0.00,2.07,1.22,40.33,0.00,0.14,0.00,,0.06,0.00,14.43,,71.29,1196.43,845.88,11749.96,205.36,0.38,0.00,0.00,0.00,2.29,574.20,3942.11,19620.07,0.00,43.50,0.00,,23.79,0.00,15.05,,38203.97,88.54,0.00,0.00,18.95,0.00
66.00,10.03,25.00,7.00,27.83,22.87,1.00,11.00,6.00,4.00,85.00,38.27,12.08,135.95,4.03,0.00,0.00,0.00,0.00,0.07,108.51,65.46,201.34,0.00,6.04,0.00,,38.27,0.00,15.54,,610.02,1.17,0.00,0.00,30.57,0.00,0.08,0.02,1.43,0.09,0.00,0.00,0.00,0.00,0.00,1.64,0.09,1.62,0.00,0.10,0.00,,0.51,0.00,15.53,,5.59,254.45,80.40,897.58,26.31,0.00,0.00,0.00,0.00,3.10,708.63,435.53,1332.08,0.00,39.67,0.00,,252.03,0.00,17.24,,4029.77,12.30,0.00,0.00,200.12,0.00
66.00,10.74,25.00,7.00,29.82,25.07,1.00,11.00,6.00,4.00,85.00,38.27,12.08,135.95,4.03,0.00,0.00,0.00,0.00,0.07,108.51,65.46,201.34,0.00,6.04,0.00,,38.27,0.00,15.54,,610.02,1.17,0.00,0.00,30.57,0.00,0.08,0.02,1.29,0.08,0.00,0.00,0.00,0.00,0.00,1.54,0.09,1.46,0.00,0.09,0.00,,0.46,0.00,15.51,,5.11,254.53,80.42,898.48,26.36,0.00,0.00,0.00,0.00,3.10,709.41,435.63,1333.14,0.00,39.73,0.00,,252.34,0.00,17.24,,4033.15,12.30,0.00,0.00,200.36,0.00
18.46,9.64,25.00,6.00,5.96,16.14,1.00,4.00,5.00,3.00,65.00,238.27,72.81,550.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,371.75,1208.50,0.00,0.00,0.00,,36.40,0.00,0.00,,2478.21,12.29,0.00,0.00,23.29,0.00,0.71,0.12,7.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,13.06,0.00,0.00,0.00,,0.54,0.00,0.00,,22.79,678.58,207.52,1556.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1059.60,3424.22,0.00,0.00,0.00,,102.87,0.00,0.00,,7029.29,45.10,0.00,0.00,62.55,0.00
4.25,12.02,25.00,6.00,1.71,29.24,1.00,3.00,1.00,0.00,70.00,217.00,66.00,500.01,0.00,0.00,0.00,0.00,0.00,0.00,56.56,337.00,1056.24,0.00,17.00,0.00,,33.00,0.00,70.84,,2282.81,10.92,0.00,0.00,21.12,0.00,0.37,0.07,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91,0.36,6.34,0.00,0.25,0.00,,0.27,0.00,69.90,,13.57,722.36,219.80,1657.08,0.00,0.00,0.00,0.00,0.00,0.06,187.00,1122.31,3505.41,0.00,56.09,0.00,,109.35,0.00,70.87,,7579.45,48.53,0.00,0.00,76.54,0.00
10.49,19.29,25.00,6.00,6.78,12.24,1.00,3.00,5.00,3.00,65.00,14.10,4.89,1910.02,0.00,0.00,0.00,0.00,0.00,0.01,59.63,859.01,2306.30,0.00,17.00,0.00,,25.00,0.00,68.02,,5195.96,1.12,0.00,0.00,16.00,0.00,0.01,0.00,10.72,0.00,0.00,0.00,0.00,0.00,0.00,1.83,1.70,15.00,0.00,0.18,0.00,,0.17,0.00,67.13,,29.63,40.29,13.97,5441.94,0.00,0.00,0.00,0.00,0.00,0.05,169.53,2453.26,6567.18,0.00,48.27,0.00,,71.17,0.00,67.92,,14805.67,4.10,0.00,0.00,48.98,0.00
10.49,33.45,25.00,6.00,11.76,12.24,1.00,3.00,5.00,3.00,65.00,40.35,13.98,5472.35,0.00,0.00,0.00,0.00,0.00,0.01,67.50,2455.02,6317.91,0.00,668.01,0.00,,71.40,0.00,60.82,,15106.53,4.09,0.00,0.00,45.69,0.00,0.05,0.02,40.69,0.00,0.00,0.00,0.00,0.00,0.00,1.88,5.68,53.51,0.00,8.46,0.00,,0.65,0.00,60.20,,110.94,115.12,39.89,15549.40,0.00,0.00,0.00,0.00,0.00,0.06,191.30,6999.15,17939.86,0.00,1891.61,0.00,,202.66,0.00,60.42,,42929.05,14.94,0.00,0.00,137.36,0.00
